recording_id,file_path,source_file,machine_type,machine_id,condition,classification_included,anomaly_included,snr_db,channel,sample_rate,duration_seconds,num_samples,sha256
fan_id_06_normal_00000335_f672749500,audio/fan/id_06/normal/00000335.wav,0_dB_fan/fan/id_06/normal/00000335.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,3ee5b85d6ab058ff50d78151fe94503233a3038fd2668f563deee6601f3890d0
fan_id_06_normal_00000391_327a21fe4d,audio/fan/id_06/normal/00000391.wav,0_dB_fan/fan/id_06/normal/00000391.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,e0c2a6fc88c397a781e698f69f6e09af30bff122cb282253a9475821bb8c9fcd
fan_id_06_normal_00000408_71ee3c5fea,audio/fan/id_06/normal/00000408.wav,0_dB_fan/fan/id_06/normal/00000408.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,b7e59727b6378092d70e7bcdc45281edff14bff9ee5eee75d8c7fd0947b66503
fan_id_06_normal_00000413_643d865c1c,audio/fan/id_06/normal/00000413.wav,0_dB_fan/fan/id_06/normal/00000413.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,66dac12e299e6226e81d8a4cdc8095be470f58b3f43f25b40101351671e55108
fan_id_06_normal_00000472_e97cf7c5cf,audio/fan/id_06/normal/00000472.wav,0_dB_fan/fan/id_06/normal/00000472.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,ca8a0e6f0f7473c2247e4b00d654677d33764ed11472c54f12b949c37dab5a57
fan_id_06_normal_00000476_c6b5df3928,audio/fan/id_06/normal/00000476.wav,0_dB_fan/fan/id_06/normal/00000476.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,93fac3564770f2a207710e4450254d70306157e631d201a14188f520dde7c45f
fan_id_06_normal_00000514_f475267c1c,audio/fan/id_06/normal/00000514.wav,0_dB_fan/fan/id_06/normal/00000514.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,1f0745dcb148eaead913b87885905fe6e95eaef74e48216943399d21a0d76da8
fan_id_06_normal_00000517_eca461d1f5,audio/fan/id_06/normal/00000517.wav,0_dB_fan/fan/id_06/normal/00000517.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,4b133a8ab1f580e6fb141839cbe73ddb44de473bd063164df1c78cefb80358b4
fan_id_06_normal_00000550_76e3b9906c,audio/fan/id_06/normal/00000550.wav,0_dB_fan/fan/id_06/normal/00000550.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,f8067bd270c6a180b7590f64e46e610f9ed7c3b89910e05a6d71322cfef7567d
fan_id_06_normal_00000574_1f039c1c6a,audio/fan/id_06/normal/00000574.wav,0_dB_fan/fan/id_06/normal/00000574.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,bcd7aa6088575e51a36811cc4c61e765609beb82b55e3cd07d22d788691512bc
fan_id_06_normal_00000584_fc93f9e955,audio/fan/id_06/normal/00000584.wav,0_dB_fan/fan/id_06/normal/00000584.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,40b1c74330940dc302b4fcca6d33f0388f18f83595e255704dfd7a400f6a65a9
fan_id_06_normal_00000616_c2fccadda3,audio/fan/id_06/normal/00000616.wav,0_dB_fan/fan/id_06/normal/00000616.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,096761d1907e711264ceedbb7bcfecdfd09db75e037ad5eabddd195729bca4cd
fan_id_06_normal_00000660_25aabd15cc,audio/fan/id_06/normal/00000660.wav,0_dB_fan/fan/id_06/normal/00000660.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,eaf9a79cceba90a86f58a728b0ea9764bde1856f047749f4d8abba1484a629ca
fan_id_06_normal_00000663_8fa84d9989,audio/fan/id_06/normal/00000663.wav,0_dB_fan/fan/id_06/normal/00000663.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,8e50eb9ae0f139080e7409a8917657c91c853bc15994f1767a28300430043118
fan_id_06_normal_00000676_3a7f1c18da,audio/fan/id_06/normal/00000676.wav,0_dB_fan/fan/id_06/normal/00000676.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,1d3e3adf2c4dd6496d4b0cf0ec307a02ad0f5fcf78577318336e73434bbd8d85
fan_id_06_normal_00000706_16cca2c28b,audio/fan/id_06/normal/00000706.wav,0_dB_fan/fan/id_06/normal/00000706.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,35e9d7e4feb8f9157725152e322f81713c90374ebed6de346aff0c3809e07546
fan_id_06_normal_00000709_42d09a6ab3,audio/fan/id_06/normal/00000709.wav,0_dB_fan/fan/id_06/normal/00000709.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,dcf82e084dd1099d9859033cd5f7f16bcba2c1e35847dd6cbd340d2e8a8bd95a
fan_id_06_normal_00000740_c5c2ff5666,audio/fan/id_06/normal/00000740.wav,0_dB_fan/fan/id_06/normal/00000740.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,39b9b1805239406eb23600bc023b8a4be08df7d6bef5728e9b526f6b6f895535
fan_id_06_normal_00000751_5402ac50fa,audio/fan/id_06/normal/00000751.wav,0_dB_fan/fan/id_06/normal/00000751.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,73aa8d7d2a30eb2985ce9e1e31ebe5a8360669eba923a700c8089f107e12b8b2
fan_id_06_normal_00000791_ec68d28ac6,audio/fan/id_06/normal/00000791.wav,0_dB_fan/fan/id_06/normal/00000791.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,8d74a9feba24419c535675a605ade583075550a35b9a2c5f9bae45a2ddb27f05
fan_id_06_normal_00000799_8825ece494,audio/fan/id_06/normal/00000799.wav,0_dB_fan/fan/id_06/normal/00000799.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,e20ba4c51876600d74234696b73906f7c3f31bdcda62cd2f25faa0f639337472
fan_id_06_normal_00000829_0bd4977cd2,audio/fan/id_06/normal/00000829.wav,0_dB_fan/fan/id_06/normal/00000829.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,752c9eaee99bcc30d7505d29ebec8fdd7487cf4355345fa4b5546cc48b5aced8
fan_id_06_normal_00000846_92990cc0c7,audio/fan/id_06/normal/00000846.wav,0_dB_fan/fan/id_06/normal/00000846.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,c0691ca7188b99620b84fbe811f139aff0e48bd678f529f8f0f601f7dd322eef
fan_id_06_normal_00000868_10638e9c9a,audio/fan/id_06/normal/00000868.wav,0_dB_fan/fan/id_06/normal/00000868.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,cd85c61b597a9a8332dbca14391e0e42bde2df832416b7eed4b79b2f45c2ef2c
