force_x_N,force_y_N,force_z_N,vibration_x_g,vibration_y_g,vibration_z_g,ae_rms_V
0.722,2.495,0.715,-0.015,0.012,0.043,-0.003
0.811,2.591,0.686,-0.029,-0.046,-0.042,-0.003
0.855,2.657,0.621,0.024,0.002,-0.018,-0.003
0.852,2.503,0.707,0.056,0.022,0.03,-0.003
0.765,2.191,0.797,-0.036,-0.051,-0.097,-0.003
0.668,2.028,0.803,0.008,0.012,-0.005,-0.003
0.68,2.04,0.776,0.028,0.06,0.076,-0.003
0.722,2.003,0.788,-0.064,-0.099,-0.073,-0.003
0.814,1.882,0.8,0.087,-0.011,-0.07,-0.003
0.971,1.405,0.908,0.126,0.093,-0.041,-0.003
1.32,0.872,1.111,-0.174,-0.091,-0.274,-0.003
2.076,0.706,1.453,-0.14,0.035,-0.047,-0.003
2.959,0.723,1.595,0.042,0.057,0.223,-0.003
3.464,0.909,1.634,-0.171,-0.27,-0.102,-0.003
3.5,1.445,2.009,-0.01,0.012,0.14,-0.003
3.076,2.539,2.092,0.157,0.05,0.096,-0.003
2.149,3.272,2.045,-0.02,-0.116,-0.235,-0.003
1.197,2.758,2.397,0.043,-0.001,-0.104,-0.002
0.879,1.746,2.432,0.172,0.098,0.009,-0.002
1.127,1.291,2.271,-0.2,-0.085,-0.145,-0.002
1.61,1.65,2.221,0,-0.003,0.045,-0.002
2.269,1.838,1.976,0.183,0.013,0.095,-0.002
2.89,1.105,2.085,-0.133,-0.086,-0.081,-0.002
3.021,0.283,2.472,-0.034,-0.09,-0.175,-0.001
2.937,0.37,2.708,0.139,0.141,0.089,-0.002
2.552,0.96,2.983,-0.179,-0.045,-0.013,-0.001
1.9,1.5,3.373,-0.151,-0.098,-0.098,-0.001
1.492,1.533,3.496,0.097,0.183,0.253,-0.001
1.448,1.456,3.462,-0.093,-0.041,0.025,-0.001
1.553,1.881,3.412,-0.054,-0.223,-0.197,-0.001
1.515,2.865,3.316,0.289,0.049,0.134,-0
1.156,3.892,3.43,0.04,-0.092,-0.114,-0
0.873,4.325,3.462,-0.147,-0.202,-0.303,0
0.654,4.009,3.059,0.088,0.141,0.148,-0
0.498,3.249,2.77,-0.105,-0.038,-0.061,0
0.541,3,2.887,-0.178,-0.119,-0.15,0
0.714,3.68,2.817,0.022,0.166,0.154,0
0.994,4.359,2.523,0.049,0.082,0.027,0
1.281,3.713,2.488,-0.154,-0.146,-0.125,0.001
1.346,2.235,2.726,-0.006,0.072,0.154,0.001
1.105,1.658,2.553,0.129,0.053,0.111,0.001
0.596,2.508,2.31,-0.12,-0.175,-0.08,0.001
-0.01,3.541,2.123,0.061,-0.003,0.057,0.001
-0.374,3.27,2.131,0.219,0.001,0.018,0.001
-0.432,2.263,2.164,-0.128,-0.234,-0.23,0.002
-0.126,2.041,1.946,-0.015,-0.022,-0.084,0.002
0.471,2.591,1.887,0.16,0.129,0.121,0.002
0.878,3.171,2.127,-0.174,-0.145,-0.094,0.002
1.101,2.883,2.217,-0.152,-0.047,-0.039,0.002
1.137,1.621,2.278,0.137,0.206,0.193,0.002
1.042,0.454,2.335,-0.175,-0.088,-0.078,0.002
0.984,-0.017,2.249,-0.08,-0.027,-0.064,0.003
0.821,-0.1,2.265,0.18,0.196,0.184,0.003
0.71,0.123,2.154,-0.116,-0.062,0.036,0.003
0.956,0.22,1.61,-0.042,-0.097,-0.085,0.003
1.17,0.185,1.104,0.25,0.08,0.133,0.003
1.142,0.354,0.93,-0.019,-0.157,-0.038,0.003
0.958,0.858,0.773,-0.001,-0.158,-0.224,0.003
0.867,1.688,0.74,0.144,0.029,-0.005,0.003
0.881,2.114,0.814,-0.048,-0.035,-0.005,0.003
1.043,1.593,1.179,-0.183,-0.127,-0.2,0.004
1.394,0.617,1.627,-0.03,0.086,0.132,0.003
1.903,0.297,1.774,-0.002,0.127,0.176,0.004
2.396,0.382,1.897,-0.136,-0.107,-0.129,0.004
2.404,0.283,2.222,0.104,0.079,0.143,0.004
1.929,0.012,2.375,0.121,0.047,0.074,0.004
1.224,-0.211,2.324,-0.155,-0.212,-0.22,0.004
0.488,0.08,2.065,0.062,0.072,0.125,0.004
0.142,0.66,1.817,0.103,0.047,0.062,0.004
0.11,1.283,1.609,-0.105,-0.179,-0.227,0.005
0.189,1.927,1.283,0.008,0.018,-0.005,0.005
0.749,2.439,1.048,0.129,0.07,-0.016,0.004
1.418,2.75,1.005,-0.043,-0.137,-0.254,0.005
1.922,2.672,1.206,-0.067,-0.038,-0.04,0.004
2.164,1.994,1.516,0.066,0.103,0.133,0.005
2.032,1.288,1.703,-0.148,-0.09,-0.065,0.005
1.793,1.054,1.754,-0.177,-0.108,-0.007,0.005
1.597,0.825,1.824,0.157,0.181,0.202,0.005
1.318,0.503,1.94,-0.068,-0.083,-0.096,0.005
1.114,0.493,1.823,-0.042,-0.089,-0.089,0.005
1.015,1.052,1.422,0.208,0.133,0.059,0.005
0.846,2.053,1.362,-0.035,-0.097,-0.091,0.005
0.541,2.691,1.388,-0.138,-0.218,-0.183,0.006
0.328,2.832,1.163,0.169,0.142,0.076,0.005
0.352,2.837,1.01,-0.067,-0.037,-0.075,0.005
0.717,2.741,1.148,-0.169,-0.136,-0.218,0.006
1.16,2.642,1.434,0.147,0.166,0.017,0.005
1.632,2.538,1.71,-0.061,0.05,0.009,0.005
2.088,1.988,1.824,-0.203,-0.13,-0.114,0.006
2.342,1.259,1.868,0.118,0.098,0.138,0.006
2.292,0.846,1.973,0.019,-0.013,0.128,0.005
1.818,0.711,1.999,-0.128,-0.205,-0.115,0.006
0.936,0.773,1.742,0.136,0.026,0.034,0.005
0.073,0.985,1.565,0.073,0.009,0.005,0.006
-0.45,1.333,1.477,-0.102,-0.146,-0.23,0.006
-0.626,1.754,1.402,0.035,0.067,-0.012,0.006
-0.541,2.1,1.446,0.047,0.094,0.114,0.006
-0.285,2.571,1.368,-0.097,-0.099,-0.145,0.006
0.034,2.964,1.422,-0.048,-0.033,-0.048,0.006
0.245,2.732,1.78,0.149,0.153,0.178,0.006
0.285,2.184,2.096,-0.128,-0.125,-0.212,0.006
0.307,1.775,2.213,-0.089,-0.012,-0.057,0.006
0.44,1.541,2.368,0.132,0.184,0.236,0.006
0.517,1.326,2.551,-0.075,-0.144,-0.151,0.006
0.591,0.884,2.654,-0.013,-0.075,-0.148,0.006
0.85,-0.006,2.715,0.209,0.215,0.114,0.006
1.553,-0.528,2.965,-0.187,-0.069,-0.273,0.006
2.645,-0.528,3.294,-0.134,-0.083,-0.023,0.006
3.561,-0.123,3.461,0.154,0.049,0.252,0.006
4.006,0.772,3.888,-0.122,-0.12,0.016,0.006
3.953,1.846,4.294,-0.073,-0.078,0.062,0.006
3.363,3.084,4.483,0.117,0.081,0.046,0.006
2.419,3.502,4.844,0.07,0.115,0.01,0.007
1.782,2.741,5.17,-0.034,-0.096,-0.14,0.007
1.766,1.728,5.051,0.121,0.106,0.028,0.007
2.152,1.411,4.895,0.081,0.112,0.073,0.007
2.735,1.436,4.53,-0.018,-0.156,-0.084,0.007
3.448,0.732,4.205,0.06,-0.027,0.067,0.008
3.956,-0.646,4.257,0.05,0.009,0.014,0.008
4.315,-1.353,4.301,-0.096,-0.136,-0.171,0.008
4.517,-0.81,4.363,-0.084,0.014,0.059,0.008
4.213,0.532,4.612,-0.076,-0.018,-0.018,0.008
3.785,1.596,4.901,-0.152,-0.058,-0.021,0.008
3.677,1.948,4.993,-0.016,0.09,0.178,0.008
3.71,2.328,5.044,0.057,0.018,0.044,0.009
3.61,3.4,5.019,0.037,-0.136,-0.013,0.009
3.096,5.087,4.935,0.122,-0.031,0.074,0.009
2.43,6.132,4.822,0.042,-0.055,-0.097,0.009
1.819,6.22,4.341,0.034,-0.012,-0.039,0.009
1.427,5.577,3.612,-0.002,0.003,-0.057,0.01
1.247,5,3.233,-0.061,-0.028,-0.096,0.01
1.28,5.525,3.001,-0.072,0.037,0.024,0.01
1.493,6.708,2.448,-0.069,-0.001,-0.064,0.01
1.799,7.191,2.086,-0.057,-0.021,-0.005,0.01
2.077,6.196,2.099,-0.038,0.067,0.16,0.01
2.106,5.026,2.088,-0.093,-0.067,-0.025,0.011
1.745,5.332,1.884,0.051,0.022,0.069,0.011
1.114,6.826,1.763,0.035,0.008,0.062,0.011
0.417,7.517,1.643,0.018,-0.145,-0.116,0.011
-0.169,6.592,1.741,0.199,0.03,0.088,0.011
-0.489,5.377,1.624,-0.016,-0.1,-0.08,0.011
-0.33,5.294,1.358,0.021,-0.059,-0.066,0.012
-0.215,6.139,1.31,0.083,-0.018,0.028,0.011
-0.321,6.648,1.395,-0.145,-0.163,-0.161,0.012
-0.357,5.723,1.453,-0.047,0.04,-0.052,0.012
-0.351,3.982,1.506,-0.054,0.048,-0.002,0.012
-0.239,2.931,1.394,-0.133,-0.023,-0.054,0.012
-0.094,2.832,1.347,0.136,0.226,0.16,0.012
-0.009,3.231,1.389,-0.064,-0.001,0.088,0.012
0.255,3.386,0.987,-0.134,-0.12,-0.077,0.013
0.641,3.067,0.29,0.188,0.063,0.02,0.013
0.757,2.744,-0.183,0.081,-0.106,-0,0.013
0.569,2.848,-0.499,0.109,-0.072,-0.071,0.013
0.232,3.674,-0.819,0.091,-0.101,-0.179,0.013
0.092,4.532,-1.091,-0.015,-0.143,-0.076,0.013
0.137,4.387,-1.109,0.059,0.016,0.002,0.013
0.429,3.22,-0.834,-0.052,-0.098,-0.11,0.013
0.96,2.225,-0.595,-0.07,-0.022,0.037,0.013
1.673,2.127,-0.486,-0,0.069,0.013,0.013
2.216,2.328,-0.177,-0.08,-0.047,-0.061,0.013
2.208,2.224,0.195,0.043,0.042,0.094,0.013
1.875,1.751,0.332,-0.022,-0.031,-0.044,0.014
1.349,1.505,0.177,-0.066,-0.041,-0.016,0.014
0.923,2.021,-0.192,0.01,-0.014,0.04,0.014
0.688,2.953,-0.677,0.036,-0.085,-0.12,0.014
0.486,3.915,-1.136,0.042,-0.034,-0.077,0.014
0.556,4.497,-1.682,0.054,-0.035,-0.071,0.014
1.014,4.98,-2.193,0.091,-0.051,-0.181,0.014
1.594,5.348,-2.373,0.027,-0.017,-0.071,0.014
1.969,5.198,-2.219,-0.096,-0.091,-0.057,0.014
2.072,4.62,-2.102,0.017,0.017,0.018,0.014
2.024,4.245,-1.994,-0.029,0.018,0.086,0.014
1.971,4.036,-1.817,-0.097,-0.045,0.027,0.014
1.818,3.682,-1.524,0.066,0.089,0.078,0.014
1.551,3.572,-1.284,0.02,0.032,0.078,0.014
1.318,3.937,-1.44,-0.066,-0.075,-0.09,0.014
1.028,4.945,-1.608,0.1,0.077,0.056,0.014
0.6,5.959,-1.522,-0.008,-0.065,-0.001,0.014
0.179,6.549,-1.544,0.03,-0.046,-0.091,0.014
-0.124,6.579,-1.791,0.083,0.052,-0.016,0.014
-0.016,6.419,-1.762,0.032,0.031,-0.015,0.014
0.397,6.381,-1.465,-0.016,-0.018,-0.16,0.015
0.919,6.313,-1.004,0.032,0.103,0.023,0.015
1.518,5.717,-0.518,-0.062,0.068,0.076,0.014
2.106,4.659,-0.211,-0.036,0.001,0.004,0.014
2.507,3.863,0.131,-0.009,-0.006,0.104,0.014
2.459,3.422,0.632,0.001,-0.012,0.134,0.015
1.88,3.187,0.867,0.01,-0.073,-0.013,0.015
1.023,3.119,0.82,-0.029,-0.1,-0.029,0.015
0.259,3.194,0.819,0.038,-0.014,0.025,0.015
-0.24,3.445,0.847,-0.016,0,-0.063,0.014
-0.463,3.581,0.921,-0.093,-0.075,-0.063,0.015
-0.473,3.739,0.965,0.056,0.038,0.005,0.014
-0.33,3.998,0.959,0.008,-0.014,-0.093,0.015
-0.037,3.976,1.358,-0.011,0.004,0.008,0.015
0.225,3.561,1.972,0.085,0.065,0.029,0.015
0.451,2.932,2.403,-0.027,0.057,-0.046,0.015
0.86,2.37,2.781,-0.077,-0.003,0.061,0.015
1.237,1.923,3.258,0.02,0.094,0.112,0.015
1.418,1.684,3.618,0.037,0.02,0.083,0.015
1.415,1.29,3.646,0.076,-0.071,-0.052,0.015
1.326,0.353,3.693,0.149,0.042,-0.134,0.015
1.455,-0.293,4.033,-0.037,-0.014,-0.288,0.015
2.152,-0.244,4.65,-0.213,0.019,-0.118,0.015
3.154,-0.087,4.831,-0.141,-0.039,0.099,0.015
3.985,0.095,4.918,-0.141,-0.126,0.057,0.015
4.545,0.903,5.545,-0.104,-0.019,0.229,0.015
4.517,2.766,5.714,0.045,-0.069,0.025,0.015
3.563,4.092,6.077,0.05,0.031,-0.064,0.016
2.358,3.837,6.721,0.128,0.027,-0.04,0.016
1.684,2.574,6.59,0.169,-0.006,-0.17,0.016
1.56,1.611,6.578,0.044,0.197,0.089,0.016
1.967,1.793,6.488,0.016,-0.04,-0.026,0.016
2.78,1.842,5.762,0.102,-0.059,-0.024,0.017
3.727,0.501,5.607,0.025,0.064,0.103,0.017
4.325,-1.024,5.576,0.013,-0.234,-0.296,0.017
4.667,-1.09,5.608,-0.018,0.008,-0.036,0.017
4.201,0.128,5.996,-0.167,0.025,0.077,0.017
3.343,1.421,6.286,-0.187,-0.106,-0.155,0.018
2.746,1.613,6.4,-0.089,0.124,0.232,0.018
2.243,1.61,6.537,-0.143,0,0.081,0.018
2.053,2.439,6.457,0.086,-0.024,-0.019,0.018
1.839,4.166,6.072,0.163,-0.061,0.106,0.018
1.37,6.193,5.899,0.14,-0.126,-0.124,0.019
1.016,7.224,5.463,0.184,-0.037,-0.148,0.019
0.719,7.155,4.596,-0.059,-0.056,-0.047,0.019
0.482,6.274,3.817,-0.033,-0.009,-0.155,0.019
0.372,6.095,3.411,0.002,0.062,-0.053,0.02
0.3,7.048,2.887,-0.221,0.015,-0.033,0.02
0.447,8.042,2.554,0.014,0.08,-0.045,0.02
0.717,7.432,2.616,-0.092,0.038,0.058,0.02
0.817,5.422,2.924,-0.215,-0.04,0.046,0.02
0.63,4.223,2.915,0.145,0.024,0.09,0.021
-0.086,4.905,2.972,-0.011,-0.002,0.144,0.021
-1.322,6.193,2.966,-0.018,-0.113,-0.046,0.021
-2.354,5.812,3.024,0.299,-0.038,0.033,0.021
-2.994,4.047,3.052,0.007,-0.176,-0.114,0.021
-3.15,3.274,2.695,0.088,-0.115,-0.154,0.022
-2.84,4.134,2.595,0.13,-0.046,-0.026,0.022
-2.358,5.396,2.678,-0.128,-0.121,-0.123,0.022
-1.687,5.172,2.567,-0.032,0.039,-0.026,0.022
-1.238,3.311,2.68,-0.11,0,-0.062,0.022
-0.93,1.513,2.702,-0.164,0.053,0.014,0.022
-0.729,0.777,2.759,-0.011,0.123,0.047,0.022
-0.868,0.637,3.05,-0.103,-0.007,-0.006,0.023
-0.961,0.665,3.013,-0.013,0.103,0.219,0.023
-0.652,0.177,2.481,0.119,0.034,0.03,0.023
-0.411,-0.292,1.906,0.022,-0.143,-0.046,0.023
-0.39,-0.016,1.377,0.234,0.016,0.159,0.023
-0.369,0.988,0.951,0.167,-0.177,-0.267,0.023
-0.455,2.419,0.787,0.062,-0.214,-0.149,0.024
-0.479,3.208,0.642,0.095,-0.059,-0.023,0.023
-0.138,2.896,0.949,-0.088,-0.184,-0.278,0.024
0.565,1.889,1.446,-0.115,-0.015,0.092,0.024
1.655,1.461,1.772,-0.108,0.058,0.042,0.024
2.745,1.355,2.134,-0.109,0.047,-0.03,0.024
3.362,1.137,2.635,-0.002,0.146,0.233,0.024
3.469,0.527,2.93,-0.036,-0.036,-0.026,0.024
2.966,-0.187,2.988,0.077,0.033,0.068,0.024
2.028,0.177,2.594,0.002,0.008,0.117,0.024
1.225,0.944,2.015,-0.004,-0.109,-0.088,0.024
0.503,1.661,1.328,0.163,0.052,0.025,0.024
0.196,2.512,0.391,-0.014,-0.066,-0.078,0.024
0.568,3.272,-0.476,0.059,-0.102,-0.246,0.025
1.222,4.307,-0.997,0.18,0.061,-0.092,0.024
2.188,4.779,-1.219,-0.193,-0.177,-0.19,0.025
3.104,4.266,-1.093,0.013,-0.002,-0.022,0.024
3.495,3.214,-0.886,-0.104,-0.019,0.022,0.025
3.567,2.492,-0.728,-0.209,-0.065,0.099,0.025
3.404,1.783,-0.576,-0.05,0.079,0.092,0.025
2.868,1.035,-0.316,-0.084,0.01,0.056,0.025
2.413,0.492,-0.395,0.025,0.007,0.059,0.025
1.902,0.678,-0.859,0.117,0.059,-0.026,0.025
1.23,1.94,-1.032,-0.009,-0.062,-0.003,0.025
0.526,3.02,-1.395,0.1,-0.04,-0.004,0.025
-0.079,3.541,-1.968,0.026,-0.037,-0.145,0.025
-0.338,3.824,-2.297,-0.064,-0.074,-0.105,0.025
-0.23,3.777,-2.445,-0.005,0.009,-0.143,0.025
0.151,3.854,-2.166,-0.022,0.035,-0.173,0.025
0.9,3.719,-1.678,-0.162,0.003,-0.04,0.025
1.806,3.006,-1.302,-0.018,0.076,0.023,0.025
2.541,1.956,-0.901,-0.098,-0.021,0.032,0.025
2.935,0.992,-0.479,-0.141,-0.06,0.156,0.025
2.723,0.319,-0.275,0.055,-0.004,0.122,0.025
1.684,0.154,-0.372,-0.01,-0.12,0.001,0.025
0.301,0.422,-0.327,-0.02,-0.112,-0.013,0.025
-1.005,0.828,-0.482,0.092,-0.017,-0.106,0.025
-1.882,1.318,-0.604,-0.051,-0.063,-0.104,0.025
-2.25,1.607,-0.565,-0.017,-0.007,-0.026,0.025
-2.153,2.377,-0.632,0.038,0.025,-0.125,0.025
-1.662,3.229,-0.409,-0.066,0.014,-0.049,0.025
-1.109,3.403,0.15,-0.052,-0.004,-0.044,0.025
-0.584,2.862,0.686,-0.146,-0.087,-0.253,0.025
0.063,2.201,1.272,-0.089,0.004,0.011,0.025
0.633,1.761,1.957,-0.075,0.038,0.051,0.025
0.944,1.499,2.46,-0.028,-0.016,-0.015,0.025
1.27,0.807,2.782,0.14,0.086,0.08,0.025
1.565,-0.563,2.976,0.117,0.071,-0.079,0.025
2.039,-1.372,3.242,0.02,0.08,-0.281,0.025
3.136,-1.296,3.749,-0.046,0.102,0.043,0.025
4.352,-0.879,4.056,-0.061,-0.1,-0.016,0.025
5.3,-0.341,4.596,-0.099,-0.061,-0.004,0.025
5.945,0.453,5.539,-0.129,-0.024,0.246,0.025
5.922,2.301,5.987,-0.063,-0.095,-0.053,0.026
5.199,3.696,6.84,-0.062,0.059,-0.029,0.026
4.491,3.454,7.817,0.033,-0.017,-0.019,0.026
4.195,2.472,8.011,0.137,0.046,-0.136,0.026
4.102,1.654,8.3,0.016,0.114,0.012,0.026
4.21,1.451,8.186,0.145,-0.109,-0.081,0.027
4.744,0.555,7.638,0.155,-0.031,-0.018,0.027
5.331,-1.619,7.641,-0.005,-0.001,0.007,0.027
5.769,-3.492,7.462,0.055,-0.194,-0.24,0.027
6.204,-4.086,7.352,-0.012,0.055,0.09,0.028
6.111,-3.488,7.57,-0.214,-0.092,-0.091,0.028
